partner_id,name,match_method,updated_fields
41,钱光海,exact_name,sc_account_name;sc_source_cooperation_type;sc_source_partner_code
112,四川金通检测有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_source_cooperation_type;sc_source_document_state
113,绵竹市剑南镇恩泽超市,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
114,旌阳区黄许镇李氏木材经营部,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
115,凉山州渝佳商贸有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
116,格尔木李佳顺机械租赁部,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
117,四川杉尘建筑工程有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_source_cooperation_type;sc_source_document_state
118,中江县南华镇邹明孝机械设备租赁服务部,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
120,成都鸿泰润翔保温材料有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
121,旌阳区和鑫石材加工厂,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_source_cooperation_type;sc_source_document_state
122,成都红泰塑胶管业有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_source_cooperation_type;sc_source_document_state
123,苍溪县从锦建材有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
124,彭州市丽春镇涌泉建材经营部,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
125,巴中市宏达钢材有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
126,新疆阿斯帕里提公路养护有限公司,vat,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
127,成都鑫蓉逸商贸有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_source_cooperation_type;sc_source_document_state
128,四川万桥建筑劳务有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_source_cooperation_type;sc_source_document_state
129,重庆迪大迪建材有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
130,永川区安其建材经营部,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
131,旌阳区新鑫建材销售部,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
133,重庆映锦建筑劳务有限公司,exact_name,sc_account_name;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
135,成都德爱电气有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
137,旌阳区瑞博尔建材经营部,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
138,江西久鼎人力资源服务有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
139,重庆轩恩建设工程有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
141,乐山市瑞顺鑫建材贸易有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
143,四川忆德泸窖商贸有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_source_cooperation_type;sc_source_document_state
144,绵阳汉思建筑工程有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_source_cooperation_type;sc_source_document_state
145,重庆蜂媒广告传媒有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
146,广州市花都区新雅成信沙石店,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
147,蓬溪县小英商贸有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_source_cooperation_type;sc_source_document_state
148,重庆金仕高环保科技有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
149,什邡市双盛镇仁义水泥制品厂,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
150,东能电缆有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
151,中国全聚德(集团)股份有限公司北京全聚德奥运村店,exact_name,sc_account_name;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
152,四川为安消防检测有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_source_cooperation_type;sc_source_document_state
153,四川玖悦建筑材料有限责任公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_source_cooperation_type;sc_source_document_state
154,西昌市华鑫涂料加工厂,exact_name,sc_account_name;sc_source_cooperation_type;sc_source_document_state
155,四川焱昊盛建材有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
157,广西上富机电设备有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
160,重庆光艳光电科技有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
161,四川普勒克斯科技有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
162,四川华净净化设备科技有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
163,什邡市金点商品砼有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
164,旌阳区瑜婷建材经营部,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_source_cooperation_type;sc_source_document_state
165,重庆市万州区峻宇挖机配件经营部（聂峻）,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_source_cooperation_type;sc_source_document_state
166,罗江区融林木材加工厂,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_source_cooperation_type;sc_source_document_state
168,四川佳豪融兴胶粘制品有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_source_cooperation_type;sc_source_document_state
169,德阳虹燕建材有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_source_cooperation_type;sc_source_document_state
170,四川智能弘安交通科技有限公司,exact_name,legacy_credit_code;legacy_tax_no;sc_account_name;sc_default_tax_rate_text;sc_region;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;vat
172,重庆市永川区小岩子水泥制品销售有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
173,重庆云昇新控智能科技有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
174,德阳冀达五金建材有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_source_cooperation_type;sc_source_document_state
175,和田信科建设工程质量检测有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
178,永川区仙龙镇泰福石材加工厂,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
180,绵阳铭辉机械设备租赁有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
182,经开区一博建材销售部,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_source_cooperation_type;sc_source_document_state
183,绵阳春艺广告有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
184,德阳市区双红水暖建材商贸部,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
185,四川省鸿渝商贸有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
186,云南西双版纳豪景园林绿化有限公司,exact_name,sc_account_name;sc_bank_account;sc_bank_name;sc_source_cooperation_type;sc_source_document_state
187,次仁罗布,exact_name,sc_account_name;sc_bank_name;sc_default_tax_rate_text;sc_source_cooperation_type;sc_source_document_state;sc_source_partner_code;sc_source_push_result
