id,legacy_partner_source,legacy_partner_id,name,vat,customer_rank,supplier_rank,sc_supplier_type
10,xlsx_business_aligned_partner,name:517.9,517.9,,0,1,other
11,xlsx_business_aligned_partner,name:三台县楚卷商贸有限公司,三台县楚卷商贸有限公司,,0,1,other
12,xlsx_business_aligned_partner,name:三台县蒲国云机械租赁有限公司,三台县蒲国云机械租赁有限公司,,0,1,other
13,xlsx_business_aligned_partner,name:三台县鑫优市场开发服务有限公司,三台县鑫优市场开发服务有限公司,,0,1,other
14,xlsx_business_aligned_partner,name:三台县龙树镇嘉罗机械租赁部（个体工商户）,三台县龙树镇嘉罗机械租赁部（个体工商户）,,0,1,other
15,xlsx_business_aligned_partner,name:上海丞华消防工程技术有限公司,上海丞华消防工程技术有限公司,,0,1,material
16,xlsx_business_aligned_partner,name:上海全安医疗器械销售有限公司,上海全安医疗器械销售有限公司,,0,1,material
17,xlsx_business_aligned_partner,name:上海华程西南国际旅行社有限公司,上海华程西南国际旅行社有限公司,,0,1,material
18,xlsx_business_aligned_partner,name:上海宏信设备工程有限公司,上海宏信设备工程有限公司,,0,1,material
19,xlsx_business_aligned_partner,name:上海建工电子商务有限公司,上海建工电子商务有限公司,,0,1,material
20,xlsx_business_aligned_partner,name:上海普会信息科技有限公司,上海普会信息科技有限公司,,0,1,other
21,xlsx_business_aligned_partner,name:上海硕翃鑫泵业有限公司,上海硕翃鑫泵业有限公司,,0,1,other
22,xlsx_business_aligned_partner,name:上海诚械机电设备制造有限公司永嘉分公司,上海诚械机电设备制造有限公司永嘉分公司,,0,1,material
23,xlsx_business_aligned_partner,name:上海靓洲实业有限公司,上海靓洲实业有限公司,,0,1,material
24,xlsx_business_aligned_partner,name:上高县中小企业信用担保有限公司,上高县中小企业信用担保有限公司,,0,1,material
25,xlsx_business_aligned_partner,name:东方希望重庆水泥有限公司,东方希望重庆水泥有限公司,,0,1,material
26,xlsx_business_aligned_partner,name:东明县江睿木业有限公司,东明县江睿木业有限公司,,0,1,material
27,xlsx_business_aligned_partner,name:东能电缆有限公司,东能电缆有限公司,,0,1,material
28,xlsx_business_aligned_partner,name:东莞市三拓建材有限公司,东莞市三拓建材有限公司,,0,1,material
29,xlsx_business_aligned_partner,name:东莞市东城筑邦建材经营部,东莞市东城筑邦建材经营部,,0,1,other
30,xlsx_business_aligned_partner,name:东莞市东城鄂钟建材店,东莞市东城鄂钟建材店,,0,1,other
31,xlsx_business_aligned_partner,name:东莞市天亿园林绿化工程有限公司,东莞市天亿园林绿化工程有限公司,,0,1,other
32,xlsx_business_aligned_partner,name:东莞市寮步智超建材店,东莞市寮步智超建材店,,0,1,material
33,xlsx_business_aligned_partner,name:东莞市寮步锦铭建材店,东莞市寮步锦铭建材店,,0,1,other
34,xlsx_business_aligned_partner,name:东莞市鸿基伟业混凝土有限公司,东莞市鸿基伟业混凝土有限公司,,0,1,material
35,xlsx_business_aligned_partner,name:两江新区万佳兴五金经营部,两江新区万佳兴五金经营部,,0,1,other
36,xlsx_business_aligned_partner,name:两江新区临嘉颜机械设备租赁站,两江新区临嘉颜机械设备租赁站,,0,1,material
37,xlsx_business_aligned_partner,name:两江新区立牌建材经营部,两江新区立牌建材经营部,,0,1,other
38,xlsx_business_aligned_partner,name:两江新区翔毅超建材经营部,两江新区翔毅超建材经营部,,0,1,other
39,xlsx_business_aligned_partner,name:两江新区鑫茂建材经营部(个体工商户),两江新区鑫茂建材经营部(个体工商户),,0,1,other
40,xlsx_business_aligned_partner,name:个体户张波,个体户张波,,0,1,other
41,xlsx_business_aligned_partner,name:个体户杨非林,个体户杨非林,,0,1,other
42,xlsx_business_aligned_partner,name:个体户雷勤英,个体户雷勤英,,0,1,material
43,xlsx_business_aligned_partner,name:中信银行德阳分行,中信银行德阳分行,,0,1,other
44,xlsx_business_aligned_partner,name:中元天纬集团有限公司新疆分公司,中元天纬集团有限公司新疆分公司,,0,1,other
45,xlsx_business_aligned_partner,name:中华联合财产保险股份有限公司乌鲁木齐分公司,中华联合财产保险股份有限公司乌鲁木齐分公司,,0,1,material
46,xlsx_business_aligned_partner,name:中华联合财产保险股份有限公司乐山中心支公司,中华联合财产保险股份有限公司乐山中心支公司,,0,1,material
47,xlsx_business_aligned_partner,name:中国人寿保险股份有限公司苏州市分公司,中国人寿保险股份有限公司苏州市分公司,,0,1,material
48,xlsx_business_aligned_partner,name:中国人寿财产保险股份有限公司天府新区中心支公司,中国人寿财产保险股份有限公司天府新区中心支公司,,0,1,other
49,xlsx_business_aligned_partner,name:中国人寿财产保险股份有限公司德阳市中心支公司（供应商）,中国人寿财产保险股份有限公司德阳市中心支公司（供应商）,,0,1,other
50,xlsx_business_aligned_partner,name:中国人寿财产保险股份有限公司成都市中心支公司,中国人寿财产保险股份有限公司成都市中心支公司,,0,1,other
51,xlsx_business_aligned_partner,name:中国人寿财产保险股份有限公司绵阳市中心支公司,中国人寿财产保险股份有限公司绵阳市中心支公司,,0,1,other
52,xlsx_business_aligned_partner,name:中国人寿财产保险股份有限公司重庆市分公司,中国人寿财产保险股份有限公司重庆市分公司,,0,1,material
53,xlsx_business_aligned_partner,name:中国人民财产保险股份有限公司南充市分公司,中国人民财产保险股份有限公司南充市分公司,,0,1,material
54,xlsx_business_aligned_partner,name:中国人民财产保险股份有限公司垫江支公司,中国人民财产保险股份有限公司垫江支公司,,0,1,material
55,xlsx_business_aligned_partner,name:中国人民财产保险股份有限公司广元分公司,中国人民财产保险股份有限公司广元分公司,,0,1,material
56,xlsx_business_aligned_partner,name:中国人民财产保险股份有限公司广元市分公司,中国人民财产保险股份有限公司广元市分公司,,0,1,material
57,xlsx_business_aligned_partner,name:中国人民财产保险股份有限公司德阳市分公司,中国人民财产保险股份有限公司德阳市分公司,,1,1,material
58,xlsx_business_aligned_partner,name:中国人民财产保险股份有限公司格尔木市分公司,中国人民财产保险股份有限公司格尔木市分公司,,0,1,material
59,xlsx_business_aligned_partner,name:中国人民财产保险股份有限公司永川支公司,中国人民财产保险股份有限公司永川支公司,,0,1,material
60,xlsx_business_aligned_partner,name:中国人民财产保险股份有限公司重庆市分公司,中国人民财产保险股份有限公司重庆市分公司,,0,1,other
61,xlsx_business_aligned_partner,name:中国全聚德(集团)股份有限公司北京全聚德奥运村店,中国全聚德(集团)股份有限公司北京全聚德奥运村店,,0,1,material
62,xlsx_business_aligned_partner,name:中国农业发展银行四川省分行,中国农业发展银行四川省分行,,1,0,other
63,xlsx_business_aligned_partner,name:中国华西工程设计建设有限公司综合设计所,中国华西工程设计建设有限公司综合设计所,,0,1,other
64,xlsx_business_aligned_partner,name:中国大地财产保险股份有限公司凉山中心支公司,中国大地财产保险股份有限公司凉山中心支公司,,0,1,material
65,xlsx_business_aligned_partner,name:中国大地财产保险股份有限公司四川分公司,中国大地财产保险股份有限公司四川分公司,,0,1,other
66,xlsx_business_aligned_partner,name:中国大地财产保险股份有限公司德阳中心支公司,中国大地财产保险股份有限公司德阳中心支公司,,0,1,other
67,xlsx_business_aligned_partner,name:中国大地财产保险股份有限公司德阳分公司,中国大地财产保险股份有限公司德阳分公司,,0,1,other
68,xlsx_business_aligned_partner,name:中国大地财产保险股份有限公司绵阳中心支公司,中国大地财产保险股份有限公司绵阳中心支公司,,0,1,material
69,xlsx_business_aligned_partner,name:中国大地财产保险股份有限公司重庆分公司营业部,中国大地财产保险股份有限公司重庆分公司营业部,,0,1,other
70,xlsx_business_aligned_partner,name:中国太平洋财产保险股份有限公司上海分公司,中国太平洋财产保险股份有限公司上海分公司,,0,1,material
71,xlsx_business_aligned_partner,name:中国太平洋财产保险股份有限公司内江中心支公司,中国太平洋财产保险股份有限公司内江中心支公司,,0,1,material
72,xlsx_business_aligned_partner,name:中国太平洋财产保险股份有限公司四川天府新区支公司,中国太平洋财产保险股份有限公司四川天府新区支公司,,0,1,material
73,xlsx_business_aligned_partner,name:中国太平洋财产保险股份有限公司拉萨中心支公司,中国太平洋财产保险股份有限公司拉萨中心支公司,,0,1,other
74,xlsx_business_aligned_partner,name:中国太平洋财产保险股份有限公司温州分公司,中国太平洋财产保险股份有限公司温州分公司,,0,1,other
75,xlsx_business_aligned_partner,name:中国太平洋财产保险股份有限公司遂宁中心支公司,中国太平洋财产保险股份有限公司遂宁中心支公司,,0,1,material
76,xlsx_business_aligned_partner,name:中国平安财产保险股份有限公司乌鲁木齐中心支公司,中国平安财产保险股份有限公司乌鲁木齐中心支公司,,0,1,material
77,xlsx_business_aligned_partner,name:中国平安财产保险股份有限公司克州支公司,中国平安财产保险股份有限公司克州支公司,,0,1,material
78,xlsx_business_aligned_partner,name:中国平安财产保险股份有限公司喀什中心支公司,中国平安财产保险股份有限公司喀什中心支公司,,0,1,material
79,xlsx_business_aligned_partner,name:中国平安财产保险股份有限公司垫江支公司,中国平安财产保险股份有限公司垫江支公司,,0,1,material
80,xlsx_business_aligned_partner,name:中国平安财产保险股份有限公司天津分公司,中国平安财产保险股份有限公司天津分公司,,0,1,material
81,xlsx_business_aligned_partner,name:中国平安财产保险股份有限公司广元中心支公司,中国平安财产保险股份有限公司广元中心支公司,,0,1,other
82,xlsx_business_aligned_partner,name:中国平安财产保险股份有限公司江苏分公司,中国平安财产保险股份有限公司江苏分公司,,0,1,material
83,xlsx_business_aligned_partner,name:中国平安财产保险股份有限公司绵阳中心支公司,中国平安财产保险股份有限公司绵阳中心支公司,,0,1,other
84,xlsx_business_aligned_partner,name:中国平安财产保险股份有限公司重庆分公司,中国平安财产保险股份有限公司重庆分公司,,0,1,material
85,xlsx_business_aligned_partner,name:中国广电四川网络股份有限公司安州区分公司,中国广电四川网络股份有限公司安州区分公司,,0,1,other
86,xlsx_business_aligned_partner,name:中国水利电力物资西安有限公司,中国水利电力物资西安有限公司,,0,1,material
87,xlsx_business_aligned_partner,name:中国电信股份有限公司四川分公司,中国电信股份有限公司四川分公司,,1,0,other
88,xlsx_business_aligned_partner,name:中国电信股份有限公司成都分公司,中国电信股份有限公司成都分公司,,0,1,material
89,xlsx_business_aligned_partner,name:中国电信股份有限公司泸州分公司,中国电信股份有限公司泸州分公司,,1,1,other
90,xlsx_business_aligned_partner,name:中国石化销售股份有限公司四川攀枝花石油分公司,中国石化销售股份有限公司四川攀枝花石油分公司,,0,1,other
91,xlsx_business_aligned_partner,name:中国石化销售股份有限公司新疆和田石油分公司,中国石化销售股份有限公司新疆和田石油分公司,,0,1,material
92,xlsx_business_aligned_partner,name:中国石化销售股份有限公司新疆和田石油分公司和田县塔瓦库勒加油加气站,中国石化销售股份有限公司新疆和田石油分公司和田县塔瓦库勒加油加气站,,0,1,material
93,xlsx_business_aligned_partner,name:中国石油天然气股份有限公司重庆永川销售分公司铜梁经营部,中国石油天然气股份有限公司重庆永川销售分公司铜梁经营部,,0,1,other
94,xlsx_business_aligned_partner,name:中国第二重型机械集团(德阳)万安物业发展有限公司,中国第二重型机械集团(德阳)万安物业发展有限公司,,1,1,material
95,xlsx_business_aligned_partner,name:中山市万卉花木场,中山市万卉花木场,,0,1,other
96,xlsx_business_aligned_partner,name:中山市中乐灯饰配件加工厂,中山市中乐灯饰配件加工厂,,0,1,material
97,xlsx_business_aligned_partner,name:中山市佰众机电有限公司,中山市佰众机电有限公司,,0,1,material
98,xlsx_business_aligned_partner,name:中山市古镇鸿轩户外照明电器厂,中山市古镇鸿轩户外照明电器厂,,0,1,material
99,xlsx_business_aligned_partner,name:中山市樱花美涂涂装工程有限公司,中山市樱花美涂涂装工程有限公司,,0,1,other
100,xlsx_business_aligned_partner,name:中山市港口镇精鑫水电安装工程部,中山市港口镇精鑫水电安装工程部,,0,1,other
101,xlsx_business_aligned_partner,name:中山市燕子园林,中山市燕子园林,,0,1,material
102,xlsx_business_aligned_partner,name:中山市鑫弘建筑工程有限公司,中山市鑫弘建筑工程有限公司,,0,1,other
103,xlsx_business_aligned_partner,name:中山市非标景观路灯有限公司,中山市非标景观路灯有限公司,,0,1,other
104,xlsx_business_aligned_partner,name:中山市高云园林有限公司,中山市高云园林有限公司,,0,1,other
105,xlsx_business_aligned_partner,name:中建一局,中建一局,,0,1,material
106,xlsx_business_aligned_partner,name:中惠保险经纪有限公司,中惠保险经纪有限公司,,0,1,material
107,xlsx_business_aligned_partner,name:中捷通信有限公司,中捷通信有限公司,,0,1,material
