partner_key,legacy_partner_source,legacy_partner_id,legacy_partner_ids,name,company_type,customer_rank,supplier_rank,sc_supplier_type,sc_account_name,sc_bank_name,sc_bank_account,vat,legacy_credit_code,source_created_by,source_created_at,source_project_name,source_document_state,source_push_result,source_tax_rate,source_files,legacy_source_evidence,review_flags
credit:91510100756614432H,xlsx_supplier_cooperat_company,credit:91510100756614432H,,四川兴天华建设项目管理有限公司,company,0,1,other,,,,91510100756614432H,91510100756614432H,秦军,2024-12-17 23:07,公司综合平台,填单,,3%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx;has_not_approved_source_row
credit:91510600094952802K,xlsx_supplier_cooperat_company,credit:91510600094952802K,,德阳森元路面工程有限公司,company,0,1,other,,,,91510600094952802K,91510600094952802K,邓世娇,2024-04-29 09:04,公司综合平台,审核通过,,1%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx;duplicate_credit_in_xlsx;has_not_approved_source_row
credit:915106002051008819,xlsx_supplier_cooperat_company,credit:915106002051008819,,中国石油天然气股份有限公司四川德阳销售分公司,company,0,1,other,,,,915106002051008819,915106002051008819,陈帅,2022-04-11 10:40,公司综合平台,审核通过,,13%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx
credit:915106002051097473,xlsx_supplier_cooperat_company,credit:915106002051097473,,四川国正建设管理有限公司,company,0,1,other,,,,915106002051097473,915106002051097473,邓世娇,2024-05-10 09:38,公司综合平台,审核通过,,6%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx
credit:91510600708951020G,xlsx_supplier_cooperat_company,credit:91510600708951020G,,中国人寿保险股份有限公司德阳市分公司,company,0,1,other,,,,91510600708951020G,91510600708951020G,邓世娇,2024-05-10 09:31,公司综合平台,填单,,6%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx;has_not_approved_source_row
credit:91510600740032542C,xlsx_supplier_cooperat_company,credit:91510600740032542C,,中国太平洋财产保险股份有限公司德阳中心支公司,company,0,1,other,,,,91510600740032542C,91510600740032542C,邓世娇,2024-04-22 16:27,公司综合平台,审核通过,,6%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx;duplicate_credit_in_xlsx;has_not_approved_source_row
credit:91510600777912367U,xlsx_supplier_cooperat_company,credit:91510600777912367U,,太平财产保险有限公司德阳中心支公司,company,0,1,other,,,,91510600777912367U,91510600777912367U,秦军,2023-03-15 12:11,公司综合平台,审核通过,,6%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx
credit:915106009051327376,xlsx_supplier_cooperat_company,credit:915106009051327376,,中国平安财产保险股份有限公司德阳中心支公司,company,0,1,other,,,,915106009051327376,915106009051327376,邓洪英,2025-04-21 00:00,公司综合平台,审核通过,,6%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx
credit:91510600MA6234EN4C,xlsx_supplier_cooperat_company,credit:91510600MA6234EN4C,,四川楷楠建设工程有限公司,company,0,1,other,,,,91510600MA6234EN4C,91510600MA6234EN4C,尹丹梅,2023-04-12 18:38,公司综合平台,审核通过,,9%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx
credit:91510600MA6235DU8F,xlsx_supplier_cooperat_company,credit:91510600MA6235DU8F,,四川鑫垚建筑劳务有限公司,company,1,1,other,,,,91510600MA6235DU8F,91510600MA6235DU8F,尹丹梅,2023-10-25 21:48,公司综合平台,审核通过,,3%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx
credit:91510600MA64BE9A9E,xlsx_supplier_cooperat_company,credit:91510600MA64BE9A9E,,德阳市鑫福锌钢护栏有限公司,company,0,1,other,,,,91510600MA64BE9A9E,91510600MA64BE9A9E,邓世娇,2024-08-20 10:26,公司综合平台,审核通过,,13%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx;duplicate_credit_in_xlsx;has_not_approved_source_row
credit:91510600MA66RD1B2N,xlsx_supplier_cooperat_company,credit:91510600MA66RD1B2N,,德阳市福兴建筑劳务有限公司,company,0,1,other,,,,91510600MA66RD1B2N,91510600MA66RD1B2N,赵伟,2025-04-02 00:00,公司综合平台,审核通过,,3%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx
credit:91510600MA68701XXQ,xlsx_supplier_cooperat_company,credit:91510600MA68701XXQ,,德阳先河非融资性担保有限公司,company,0,1,other,,,,91510600MA68701XXQ,91510600MA68701XXQ,邓世娇,2024-05-10 09:42,公司综合平台,审核通过,,1%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx;duplicate_credit_in_xlsx
credit:91510600MA68GJNMOM,xlsx_supplier_cooperat_company,credit:91510600MA68GJNMOM,,德阳泰诚硕商贸有限公司,company,0,1,other,,,,91510600MA68GJNMOM,91510600MA68GJNMOM,倪德珍,2022-03-23 14:29,公司综合平台,审核通过,,13%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx
credit:91510600MABMJ9N28R,xlsx_supplier_cooperat_company,credit:91510600MABMJ9N28R,,德阳市旌合建设工程有限公司,company,0,1,other,,,,91510600MABMJ9N28R,91510600MABMJ9N28R,唐明龙,2025-08-12 00:00,公司综合平台,审核通过,,3%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx
credit:91510603MA62U6XG0J,xlsx_supplier_cooperat_company,credit:91510603MA62U6XG0J,,四川世旺鑫润商贸有限公司,company,1,1,other,,,,91510603MA62U6XG0J,91510603MA62U6XG0J,邓洪英,2025-04-03 00:00,公司综合平台,审核通过,,13%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx;duplicate_credit_in_xlsx
credit:91510603MACJL14C7A,xlsx_supplier_cooperat_company,credit:91510603MACJL14C7A,,四川金帝源道路工程有限公司,company,0,1,other,,,,91510603MACJL14C7A,91510603MACJL14C7A,邓世娇,2024-05-10 09:50,公司综合平台,审核通过,,3%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx
credit:91510603MACQ48TA2U,xlsx_supplier_cooperat_company,credit:91510603MACQ48TA2U,,德阳市博众建材销售有限公司,company,1,1,other,,,,91510603MACQ48TA2U,91510603MACQ48TA2U,邓洪英,2025-04-07 00:00,公司综合平台,审核通过,,13%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx
credit:92510600MA62GJ8G0E,xlsx_supplier_cooperat_company,credit:92510600MA62GJ8G0E,,德阳市区海旺建材经营部,company,0,1,other,,,,92510600MA62GJ8G0E,92510600MA62GJ8G0E,倪德珍,2022-07-05 14:41,公司综合平台,审核通过,,1%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx
credit:92510600MA62GJ949K,xlsx_supplier_cooperat_company,credit:92510600MA62GJ949K,,德阳市区永沁建材经营部,company,0,1,other,,,,92510600MA62GJ949K,92510600MA62GJ949K,尹丹梅,2023-07-27 08:42,公司综合平台,审核通过,,1%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx
credit:92510600MA64X7N158,xlsx_supplier_cooperat_company,credit:92510600MA64X7N158,,德阳开发区德宝汽车保养护理服务部,company,0,1,other,,,,92510600MA64X7N158,92510600MA64X7N158,易德富,2025-02-19 00:00,公司综合平台,审核通过,,1%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx
credit:92510600MA6694D574,xlsx_supplier_cooperat_company,credit:92510600MA6694D574,,德阳市区金顺利商贸行,company,0,1,other,,,,92510600MA6694D574,92510600MA6694D574,尹丹梅,2023-12-07 15:41,公司综合平台,审核通过,,1%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx
credit:92510600MABXMJQJXG,xlsx_supplier_cooperat_company,credit:92510600MABXMJQJXG,,德阳经开区铭杨建材经营部,company,0,1,other,,,,92510600MABXMJQJXG,92510600MABXMJQJXG,邓世娇,2024-03-04 08:57,公司综合平台,审核通过,,1%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx
credit:92510600MAD1XX9252,xlsx_supplier_cooperat_company,credit:92510600MAD1XX9252,,德阳经开区北铭辉建材经营部(个体工商户),company,0,1,other,,,,92510600MAD1XX9252,92510600MAD1XX9252,邓世娇,2024-12-03 11:56,公司综合平台,填单,,1%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,has_not_approved_source_row
credit:92510603MA62XJNT5P,xlsx_supplier_cooperat_company,credit:92510603MA62XJNT5P,,旌阳区鑫兴商贸行,company,0,1,other,,,,92510603MA62XJNT5P,92510603MA62XJNT5P,倪德珍,2023-11-01 16:07,公司综合平台,审核通过,,1%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx
credit:92510603MABY95TL7W,xlsx_supplier_cooperat_company,credit:92510603MABY95TL7W,,旌阳区加卓建筑材料经营部,company,0,1,other,,,,92510603MABY95TL7W,92510603MABY95TL7W,尹丹梅,2023-08-29 21:14,公司综合平台,审核通过,,1%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx
credit:92510603MACMQ73X9B,xlsx_supplier_cooperat_company,credit:92510603MACMQ73X9B,,旌阳区立扬伟建材经营部,company,0,1,other,,,,92510603MACMQ73X9B,92510603MACMQ73X9B,尹丹梅,2023-12-04 17:44,公司综合平台,审核通过,,1%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx
name:万源市创新建材经营部,xlsx_supplier_cooperat_company,name:万源市创新建材经营部,,万源市创新建材经营部,company,0,1,other,,,,,,蔡思琪,2024-04-17 09:22,公司综合平台,填单,,,2-3往来单位639136897347826250.xlsx,user_xlsx_supplier_cooperat_company:2-3往来单位639136897347826250.xlsx,has_not_approved_source_row
name:上海丞华消防工程技术有限公司,xlsx_supplier_cooperat_company,name:上海丞华消防工程技术有限公司,,上海丞华消防工程技术有限公司,company,0,1,other,,,,,,laiyuxuan,2021-08-06 09:11,公司综合平台,审核通过,,,2-6往来单位639136899858138750.xlsx,user_xlsx_supplier_cooperat_company:2-6往来单位639136899858138750.xlsx,duplicate_name_in_xlsx
name:东明县江睿木业有限公司,xlsx_supplier_cooperat_company,name:东明县江睿木业有限公司,,东明县江睿木业有限公司,company,0,1,other,,,,,,chentianyou,2022-12-21 14:07,荣昌区仁义中学校舍建设项目,审核通过,,,2-4往来单位639136898155170000.xlsx,user_xlsx_supplier_cooperat_company:2-4往来单位639136898155170000.xlsx,duplicate_name_in_xlsx
name:两江新区翔毅超建材经营部,xlsx_supplier_cooperat_company,name:两江新区翔毅超建材经营部,,两江新区翔毅超建材经营部,company,0,1,other,,,,,,yangdesheng,2021-04-06 13:02,公司综合平台,审核通过,,,2-6往来单位639136899858138750.xlsx,user_xlsx_supplier_cooperat_company:2-6往来单位639136899858138750.xlsx,duplicate_name_in_xlsx
name:个体户雷勤英,xlsx_supplier_cooperat_company,name:个体户雷勤英,,个体户雷勤英,person,0,1,other,,,,,,chentianyou,2023-05-10 10:34,安宁新能源磷铁项目,审核通过,,,2-4往来单位639136898155170000.xlsx,user_xlsx_supplier_cooperat_company:2-4往来单位639136898155170000.xlsx,duplicate_name_in_xlsx
name:中华联合财产保险股份有限公司乌鲁木齐分公司,xlsx_supplier_cooperat_company,name:中华联合财产保险股份有限公司乌鲁木齐分公司,,中华联合财产保险股份有限公司乌鲁木齐分公司,company,0,1,other,,,,,,lilinxu,2021-07-30 10:36,公司综合平台,审核通过,,,2-6往来单位639136899858138750.xlsx,user_xlsx_supplier_cooperat_company:2-6往来单位639136899858138750.xlsx,duplicate_name_in_xlsx
name:中国人寿保险股份有限公司四川省分公司,xlsx_supplier_cooperat_company,name:中国人寿保险股份有限公司四川省分公司,,中国人寿保险股份有限公司四川省分公司,company,0,1,other,,,,,,邓洪英,2022-12-07 09:16,公司综合平台,审核通过,,6%,2-1费用单位639136863177201250.xlsx;2-5往来单位639136898994232500.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx;2-5往来单位639136898994232500.xlsx,duplicate_name_in_xlsx;invalid_or_placeholder_credit
name:中国人寿保险股份有限公司德阳市分公司,xlsx_supplier_cooperat_company,name:中国人寿保险股份有限公司德阳市分公司,,中国人寿保险股份有限公司德阳市分公司,company,0,1,other,,,,,,lilinxu,2022-03-30 11:07,公司综合平台,审核通过,,,2-5往来单位639136898994232500.xlsx,user_xlsx_supplier_cooperat_company:2-5往来单位639136898994232500.xlsx,duplicate_name_in_xlsx
name:中国人寿财产保险股份有限公司德阳市中心支公司,xlsx_supplier_cooperat_company,name:中国人寿财产保险股份有限公司德阳市中心支公司,,中国人寿财产保险股份有限公司德阳市中心支公司,company,1,1,other,,,,,,赵伟,2022-07-31 11:57,公司综合平台,审核通过,,0%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,invalid_or_placeholder_credit
name:中国人寿财产保险股份有限公司重庆市分公司,xlsx_supplier_cooperat_company,name:中国人寿财产保险股份有限公司重庆市分公司,,中国人寿财产保险股份有限公司重庆市分公司,company,0,1,other,,,,,,yinjiamei,2021-07-15 15:52,公司综合平台,审核通过,,,2-6往来单位639136899858138750.xlsx,user_xlsx_supplier_cooperat_company:2-6往来单位639136899858138750.xlsx,duplicate_name_in_xlsx
name:中国人民财产保险股份有限公司德阳市分公司,xlsx_supplier_cooperat_company,name:中国人民财产保险股份有限公司德阳市分公司,,中国人民财产保险股份有限公司德阳市分公司,company,1,1,other,,,,,,lilinxu,2021-01-04 10:20,公司综合平台,审核通过,,,2-6往来单位639136899858138750.xlsx,user_xlsx_supplier_cooperat_company:2-6往来单位639136899858138750.xlsx,duplicate_name_in_xlsx
name:中国人民财产保险股份有限公司成都市分公司,xlsx_supplier_cooperat_company,name:中国人民财产保险股份有限公司成都市分公司,,中国人民财产保险股份有限公司成都市分公司,company,0,1,other,,,,,,邓世娇,2024-05-07 14:26,公司综合平台,填单,,6%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,duplicate_name_in_xlsx;invalid_or_placeholder_credit;has_not_approved_source_row
name:中国人民财产保险股份有限公司重庆市分公司,xlsx_supplier_cooperat_company,name:中国人民财产保险股份有限公司重庆市分公司,,中国人民财产保险股份有限公司重庆市分公司,company,0,1,other,,,,,,yinjiamei,2021-05-27 14:37,公司综合平台,审核通过,,,2-6往来单位639136899858138750.xlsx,user_xlsx_supplier_cooperat_company:2-6往来单位639136899858138750.xlsx,duplicate_name_in_xlsx
name:中国大地财产保险股份有限公司德阳分公司,xlsx_supplier_cooperat_company,name:中国大地财产保险股份有限公司德阳分公司,,中国大地财产保险股份有限公司德阳分公司,company,0,1,other,,,,,,lilinxu,2021-01-04 11:36,公司综合平台,审核通过,,,2-7往来单位639136900577513750.xlsx,user_xlsx_supplier_cooperat_company:2-7往来单位639136900577513750.xlsx,duplicate_name_in_xlsx
name:中国大地财产保险股份有限公司绵阳中心支公司,xlsx_supplier_cooperat_company,name:中国大地财产保险股份有限公司绵阳中心支公司,,中国大地财产保险股份有限公司绵阳中心支公司,company,0,1,other,,,,,,lilinxu,2021-10-08 14:20,公司综合平台,审核通过,,,2-6往来单位639136899858138750.xlsx,user_xlsx_supplier_cooperat_company:2-6往来单位639136899858138750.xlsx,duplicate_name_in_xlsx
name:中国大寿保险股份有限公司德阳市分公司,xlsx_supplier_cooperat_company,name:中国大寿保险股份有限公司德阳市分公司,,中国大寿保险股份有限公司德阳市分公司,company,0,1,other,,,,,,邓世娇,2024-05-09 16:48,公司综合平台,审核通过,,6%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,invalid_or_placeholder_credit
name:中国太平洋财产保险股份有限公司德阳中心支公司,xlsx_supplier_cooperat_company,name:中国太平洋财产保险股份有限公司德阳中心支公司,,中国太平洋财产保险股份有限公司德阳中心支公司,company,0,1,other,,,,,,刘宇田,2022-06-07 14:47,公司综合平台,审核通过,,6%,2-1费用单位639136863177201250.xlsx;2-6往来单位639136899858138750.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx;2-6往来单位639136899858138750.xlsx,duplicate_name_in_xlsx;invalid_or_placeholder_credit
name:中国平安财产保险股份有限公司天津分公司,xlsx_supplier_cooperat_company,name:中国平安财产保险股份有限公司天津分公司,,中国平安财产保险股份有限公司天津分公司,company,0,1,other,,,,,,wennan,2022-03-10 16:58,公司综合平台,审核通过,,,2-5往来单位639136898994232500.xlsx,user_xlsx_supplier_cooperat_company:2-5往来单位639136898994232500.xlsx,duplicate_name_in_xlsx
name:中国平安财产保险股份有限公司广东分公司,xlsx_supplier_cooperat_company,name:中国平安财产保险股份有限公司广东分公司,,中国平安财产保险股份有限公司广东分公司,company,0,1,other,,,,,,邓洪英,2025-03-03 00:00,公司综合平台,审核通过,,13%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,invalid_or_placeholder_credit
name:中国平安财产保险股份有限公司广元中心支公司,xlsx_supplier_cooperat_company,name:中国平安财产保险股份有限公司广元中心支公司,,中国平安财产保险股份有限公司广元中心支公司,company,0,1,other,,,,,,lilinxu,2020-12-18 14:47,公司综合平台,审核通过,,,2-6往来单位639136899858138750.xlsx,user_xlsx_supplier_cooperat_company:2-6往来单位639136899858138750.xlsx,duplicate_name_in_xlsx
name:中国平安财产保险股份有限公司德阳中心支公司,xlsx_supplier_cooperat_company,name:中国平安财产保险股份有限公司德阳中心支公司,,中国平安财产保险股份有限公司德阳中心支公司,company,0,1,other,,,,,,zhengjianhua,2020-03-03 17:15,公司综合平台,审核通过,,,2-7往来单位639136900577513750.xlsx,user_xlsx_supplier_cooperat_company:2-7往来单位639136900577513750.xlsx,duplicate_name_in_xlsx
name:中国石油天然气投份有限公司四川销售分公司,xlsx_supplier_cooperat_company,name:中国石油天然气投份有限公司四川销售分公司,,中国石油天然气投份有限公司四川销售分公司,company,0,1,other,,,,,,邓世娇,2024-05-08 23:00,公司综合平台,审核通过,,13%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,invalid_or_placeholder_credit
name:中国石油天然气股份有限公司四川德阳销售分公司,xlsx_supplier_cooperat_company,name:中国石油天然气股份有限公司四川德阳销售分公司,,中国石油天然气股份有限公司四川德阳销售分公司,company,0,1,other,,,,,,蔡思琪,2023-08-21 11:38,公司综合平台,审核通过,,,2-4往来单位639136898155170000.xlsx,user_xlsx_supplier_cooperat_company:2-4往来单位639136898155170000.xlsx,duplicate_name_in_xlsx
name:中国石油天然气股份有限公司四川销售分公司,xlsx_supplier_cooperat_company,name:中国石油天然气股份有限公司四川销售分公司,,中国石油天然气股份有限公司四川销售分公司,company,0,1,other,,,,,,邓世娇,2024-05-08 22:58,公司综合平台,填单,,13%,2-1费用单位639136863177201250.xlsx;2-4往来单位639136898155170000.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx;2-4往来单位639136898155170000.xlsx,duplicate_name_in_xlsx;invalid_or_placeholder_credit;has_not_approved_source_row
name:中山市万卉花木场,xlsx_supplier_cooperat_company,name:中山市万卉花木场,,中山市万卉花木场,person,0,1,other,,,,,,liwenhui,2022-03-15 11:12,公司综合平台,审核通过,,,2-5往来单位639136898994232500.xlsx,user_xlsx_supplier_cooperat_company:2-5往来单位639136898994232500.xlsx,duplicate_name_in_xlsx
name:中山市燕子园林,xlsx_supplier_cooperat_company,name:中山市燕子园林,,中山市燕子园林,person,0,1,other,,,,,,wennan,2022-03-08 10:34,公司综合平台,审核通过,,,2-5往来单位639136898994232500.xlsx,user_xlsx_supplier_cooperat_company:2-5往来单位639136898994232500.xlsx,duplicate_name_in_xlsx
name:中江佳赢家庭农场,xlsx_supplier_cooperat_company,name:中江佳赢家庭农场,,中江佳赢家庭农场,person,0,1,other,,,,,,wennan,2021-12-25 09:40,2021年中江县辑庆镇尖寨村中药材园区四升五产村相融建设项目,审核通过,,,2-5往来单位639136898994232500.xlsx,user_xlsx_supplier_cooperat_company:2-5往来单位639136898994232500.xlsx,duplicate_name_in_xlsx
name:中江勇城建材有限公司,xlsx_supplier_cooperat_company,name:中江勇城建材有限公司,,中江勇城建材有限公司,company,0,1,other,,,,,,lilinxu,2021-12-23 10:43,公司综合平台,审核通过,,,2-5往来单位639136898994232500.xlsx,user_xlsx_supplier_cooperat_company:2-5往来单位639136898994232500.xlsx,duplicate_name_in_xlsx
name:中江县东北镇和盛安防产品经营部,xlsx_supplier_cooperat_company,name:中江县东北镇和盛安防产品经营部,,中江县东北镇和盛安防产品经营部,company,0,1,other,,,,,,lilinxu,2021-07-07 14:32,公司综合平台,审核通过,,,2-6往来单位639136899858138750.xlsx,user_xlsx_supplier_cooperat_company:2-6往来单位639136899858138750.xlsx,duplicate_name_in_xlsx
name:中江县东北镇惜弘安装维修部,xlsx_supplier_cooperat_company,name:中江县东北镇惜弘安装维修部,,中江县东北镇惜弘安装维修部,person,0,1,other,,,,,,lilinxu,2021-12-21 14:33,公司综合平台,审核通过,,,2-5往来单位639136898994232500.xlsx,user_xlsx_supplier_cooperat_company:2-5往来单位639136898994232500.xlsx,duplicate_name_in_xlsx
name:中江县中达财税咨询服务有限公司,xlsx_supplier_cooperat_company,name:中江县中达财税咨询服务有限公司,,中江县中达财税咨询服务有限公司,company,0,1,other,,,,,,邓洪英,2025-07-22 00:00,公司综合平台,审核通过,,1%,2-1费用单位639136863177201250.xlsx,user_xlsx_supplier_cooperat_company:2-1费用单位639136863177201250.xlsx,invalid_or_placeholder_credit
name:中江县今龙头门业有限公司,xlsx_supplier_cooperat_company,name:中江县今龙头门业有限公司,,中江县今龙头门业有限公司,company,0,1,other,,,,,,yangdesheng,2021-11-10 11:31,公司综合平台,审核通过,,,2-5往来单位639136898994232500.xlsx,user_xlsx_supplier_cooperat_company:2-5往来单位639136898994232500.xlsx,duplicate_name_in_xlsx
name:中江县凯江镇元鑫建材经营部,xlsx_supplier_cooperat_company,name:中江县凯江镇元鑫建材经营部,,中江县凯江镇元鑫建材经营部,company,0,1,other,,,,,,yangdesheng,2021-09-26 08:35,公司综合平台,审核通过,,,2-6往来单位639136899858138750.xlsx,user_xlsx_supplier_cooperat_company:2-6往来单位639136899858138750.xlsx,duplicate_name_in_xlsx
name:中江县凯江镇顺源建材经营部,xlsx_supplier_cooperat_company,name:中江县凯江镇顺源建材经营部,,中江县凯江镇顺源建材经营部,company,0,1,other,,,,,,lilinxu,2021-04-07 11:45,公司综合平台,审核通过,,,2-6往来单位639136899858138750.xlsx,user_xlsx_supplier_cooperat_company:2-6往来单位639136899858138750.xlsx,duplicate_name_in_xlsx
name:中江县凯江镇龙升玻璃经营门市部,xlsx_supplier_cooperat_company,name:中江县凯江镇龙升玻璃经营门市部,,中江县凯江镇龙升玻璃经营门市部,person,0,1,other,,,,,,yinjiamei,2021-02-09 18:54,公司综合平台,审核通过,,,2-6往来单位639136899858138750.xlsx,user_xlsx_supplier_cooperat_company:2-6往来单位639136899858138750.xlsx,duplicate_name_in_xlsx
name:中江县南华镇新鸿源五金建材经营部,xlsx_supplier_cooperat_company,name:中江县南华镇新鸿源五金建材经营部,,中江县南华镇新鸿源五金建材经营部,company,0,1,other,,,,,,lilinxu,2021-04-07 11:42,公司综合平台,审核通过,,,2-6往来单位639136899858138750.xlsx,user_xlsx_supplier_cooperat_company:2-6往来单位639136899858138750.xlsx,duplicate_name_in_xlsx
name:中江县南华镇林瑞建设经营部,xlsx_supplier_cooperat_company,name:中江县南华镇林瑞建设经营部,,中江县南华镇林瑞建设经营部,company,0,1,other,,,,,,wuran,2020-03-03 11:09,公司综合平台,审核通过,,,2-7往来单位639136900577513750.xlsx,user_xlsx_supplier_cooperat_company:2-7往来单位639136900577513750.xlsx,duplicate_name_in_xlsx
name:中江县南华镇金宏机械租赁经营部,xlsx_supplier_cooperat_company,name:中江县南华镇金宏机械租赁经营部,,中江县南华镇金宏机械租赁经营部,company,0,1,other,,,,,,wennan,2020-12-28 10:57,公司综合平台,审核通过,,,2-6往来单位639136899858138750.xlsx,user_xlsx_supplier_cooperat_company:2-6往来单位639136899858138750.xlsx,duplicate_name_in_xlsx
name:中江县南华镇鑫成建材经营部,xlsx_supplier_cooperat_company,name:中江县南华镇鑫成建材经营部,,中江县南华镇鑫成建材经营部,company,0,1,other,,,,,,yangdesheng,2021-09-01 11:17,公司综合平台,审核通过,,,2-6往来单位639136899858138750.xlsx,user_xlsx_supplier_cooperat_company:2-6往来单位639136899858138750.xlsx,duplicate_name_in_xlsx
name:中江县宏钰页岩砖制造有限公司,xlsx_supplier_cooperat_company,name:中江县宏钰页岩砖制造有限公司,,中江县宏钰页岩砖制造有限公司,company,0,1,other,,,,,,lilinxu,2021-04-20 10:14,公司综合平台,审核通过,,,2-6往来单位639136899858138750.xlsx,user_xlsx_supplier_cooperat_company:2-6往来单位639136899858138750.xlsx,duplicate_name_in_xlsx
name:中江县测绘所,xlsx_supplier_cooperat_company,name:中江县测绘所,,中江县测绘所,person,0,1,other,,,,,,lilinxu,2020-12-29 11:18,公司综合平台,审核通过,,,2-6往来单位639136899858138750.xlsx,user_xlsx_supplier_cooperat_company:2-6往来单位639136899858138750.xlsx,duplicate_name_in_xlsx
name:中江县玉兴镇久恒艺术石材加工经营部,xlsx_supplier_cooperat_company,name:中江县玉兴镇久恒艺术石材加工经营部,,中江县玉兴镇久恒艺术石材加工经营部,company,0,1,other,,,,,,lilinxu,2020-09-23 12:12,公司综合平台,审核通过,,,2-7往来单位639136900577513750.xlsx,user_xlsx_supplier_cooperat_company:2-7往来单位639136900577513750.xlsx,duplicate_name_in_xlsx
