id,legacy_partner_source,legacy_partner_id,name,legacy_partner_name,legacy_credit_code,legacy_tax_no,legacy_source_evidence,customer_rank,supplier_rank
6017,company_supplier,00006dd296c34976bfd48231c3d25372,四川博钰诚建筑工程有限公司,四川博钰诚建筑工程有限公司,91510722MAC2MP2Q45,91510722MAC2MP2Q45,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5948,company_supplier,02588a8fccef43768baef7565247346c,四川美克罗建材有限公司,四川美克罗建材有限公司,108800186509923,108800186509923,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5997,company_supplier,05c1fb8193b3486c889b3dc75314b614,德阳虹燕建材有限公司,德阳虹燕建材有限公司,91510600MA66TJME8R,91510600MA66TJME8R,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6011,company_supplier,070a6b5c6e0f4c65b8335b965df52e01,德阳市金鸿混凝土有限公司,德阳市金鸿混凝土有限公司,915106816841886489,915106816841886489,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6027,company_supplier,08ac8a64922b4af59eb01e07fd5b169a,云南西双版纳帝景园林绿化有限公司,云南西双版纳帝景园林绿化有限公司,91532823MA6K7HBP5X,91532823MA6K7HBP5X,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5952,company_supplier,0a3463ad9a774079b18713d7d81d6dc0,永州市智博工程有限公司,永州市智博工程有限公司,91431121MA4RCLTT3B,91431121MA4RCLTT3B,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6040,company_supplier,0d996fff4729463fa4d628486aff3e8e,旌阳区科林员祥建材装饰工程部,旌阳区科林员祥建材装饰工程部,92510603MA650J6P77,92510603MA650J6P77,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5996,company_supplier,0f013b264b3746adab6c3fe89c01e1f1,德阳乐帮建材有限公司,德阳乐帮建材有限公司,91510600MA6665237N,91510600MA6665237N,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5962,company_supplier,0fb5d6a1eb034a768bd16f23e6472dd4,重庆意鼎机械租赁有限公司,重庆意鼎机械租赁有限公司,91500105MAC80LHE6N,91500105MAC80LHE6N,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6038,company_supplier,1092ffed416241a0b461ce4f7d7e0ff4,德阳开发区林创工程机械设备租赁经营部,德阳开发区林创工程机械设备租赁经营部,92510600MA6BFBL038,92510600MA6BFBL038,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
