id,legacy_partner_source,legacy_partner_id,name,legacy_partner_name,legacy_credit_code,legacy_tax_no,legacy_source_evidence,customer_rank,supplier_rank
5949,company_supplier,14925cfd843b48cd8154f99cff584246,国家税务总局苍溪县税务局发票代开,国家税务总局苍溪县税务局发票代开,51082400DK00037,51082400DK00037,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6025,company_supplier,17babda7b33049e5ba924deaafe24baf,凉山州宏泰建筑劳务有限公司,凉山州宏泰建筑劳务有限公司,91513400MA62H33E4M,91513400MA62H33E4M,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5982,company_supplier,18d0cf74d77745ebbde72c8e014d729c,四川中诚慧燃科技有限公司,四川中诚慧燃科技有限公司,91510106MA7GN1GR5J,91510106MA7GN1GR5J,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6034,company_supplier,1caff97de812476ba515670c72deacd0,郫都区华君石材经营部,郫都区华君石材经营部,92510124L59712515E,92510124L59712515E,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5972,company_supplier,1cbcd7f32d594744aaee03640a626c29,重庆源顺建筑设备租赁有限公司,重庆源顺建筑设备租赁有限公司,91500153MAABT77J2W,91500153MAABT77J2W,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5968,company_supplier,1d191421d93044c485fbc83347e476d4,重庆扬升建筑劳务有限公司,重庆扬升建筑劳务有限公司,91500112759265880M,91500112759265880M,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5998,company_supplier,20f3c7513fbb41dda975ebbd544ab8da,四川坤程建材有限公司,四川坤程建材有限公司,91510600MA68PXR89T,91510600MA68PXR89T,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6042,company_supplier,21250ec47284472dac33216380077a4a,宏安吊装,宏安吊装,92510603MA65EGQ75L,92510603MA65EGQ75L,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6020,company_supplier,21d87eff83164172a5d6c4d50ce93d9f,广元市德瑞混凝土有限公司,广元市德瑞混凝土有限公司,915108125582224389,915108125582224389,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6045,company_supplier,23dc6ef2ec72433aa4b0a6bce4048a15,中江县龙台镇富盈门窗装饰部,中江县龙台镇富盈门窗装饰部,92510623MA623CQY28,92510623MA623CQY28,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6004,company_supplier,24b20af9919f4e44b1ef58964f4054a2,中江县乐中机砖制造有限责任公司,中江县乐中机砖制造有限责任公司,91510623680418469U,91510623680418469U,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6016,company_supplier,2527efb4102e402e91722fec75bfe401,四川启展商贸有限公司,四川启展商贸有限公司,91510722MA66RDBW8L,91510722MA66RDBW8L,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5961,company_supplier,261b7453c4674b31882bf8125f429d1c,重庆弘洋建筑工程质量检测有限公司,重庆弘洋建筑工程质量检测有限公司,915001015889216356,915001015889216356,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5993,company_supplier,26662e4d528049d0bbca85e72019b0e7,德阳市区林森木材有限公司,德阳市区林森木材有限公司,91510600MA62355F49,91510600MA62355F49,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5974,company_supplier,26bbda49abaa4554a572a815db073340,重庆市荣昌区鑫垚建材厂,重庆市荣昌区鑫垚建材厂,91500226759267253N,91500226759267253N,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6001,company_supplier,280eb3b336f7483b96cabd14c651f5d2,德阳市沪沣商贸有限公司,德阳市沪沣商贸有限公司,91510600MA6BU5PB4C,91510600MA6BU5PB4C,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6007,company_supplier,296d457b58e1422785c84be1865c4b0c,德阳永钢钢材销售有限公司,德阳永钢钢材销售有限公司,915106267958348091,915106267958348091,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5994,company_supplier,2a027d57568f449b86e1fde21776ef50,四川智兴防水工程有限公司,四川智兴防水工程有限公司,91510600MA63MA972K,91510600MA63MA972K,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6030,company_supplier,2a349579e24f484f9e404878b19708b6,新疆崇通电缆有限公司,新疆崇通电缆有限公司,91650109MA79FT1W7M,91650109MA79FT1W7M,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5995,company_supplier,2a58e68966a845399b9bfacc06830f96,四川奕勤装饰科技有限公司,四川奕勤装饰科技有限公司,91510600MA64RL5AXD,91510600MA64RL5AXD,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6029,company_supplier,2d66fe727b674243a2f7d8a99b4c15c4,大通通利水泥制品有限公司,大通通利水泥制品有限公司,91630121MABJ90CC8F,91630121MABJ90CC8F,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5959,company_supplier,2e46db8f95414cb28763525d0131f9ce,中山市樱花美涂涂装工程有限公司,中山市樱花美涂涂装工程有限公司,9144200058630182XE,9144200058630182XE,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5964,company_supplier,2f7ecb1f2a4f49fdbad5255e8521a6d6,重庆图南供应链有限公司,重庆图南供应链有限公司,91500106MA7N8AEE5U,91500106MA7N8AEE5U,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5992,company_supplier,30708eaca72f4935bd05ea7ed28ff19a,四川省施睿商贸有限公司,四川省施睿商贸有限公司,9151060079184222XR,9151060079184222XR,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5970,company_supplier,3455d5f07fde4aa496e9614044295fbd,丰恒正（重庆）能源有限责任公司,丰恒正（重庆）能源有限责任公司,91500120MA7N68U73J,91500120MA7N68U73J,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5958,company_supplier,34fe309e873340c9a1f98801097b1941,梅州市南粤道路工程有限公司,梅州市南粤道路工程有限公司,914414246924545208,914414246924545208,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5990,company_supplier,3517369ae2344162a64a0bf4bc2ae15b,中国太平洋财产保险股份有限公司德阳中心支公司,中国太平洋财产保险股份有限公司德阳中心支公司,91510600740032542C,91510600740032542C,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6037,company_supplier,35c90a3a50de45c78948c8662f77c293,德阳市区汪哥木材经营部,德阳市区汪哥木材经营部,92510600MA696Q2022,92510600MA696Q2022,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6009,company_supplier,37fe13983a324fbc9348cec2788c9205,德阳市联丰砖厂,德阳市联丰砖厂,91510626MA6CJGUK01,91510626MA6CJGUK01,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6031,company_supplier,39d2ad5e5bb14fbea3447f7c4686fb2d,国网新疆电力有限公司洛浦县供电公司,国网新疆电力有限公司洛浦县供电公司,91653224313450088H,91653224313450088H,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6035,company_supplier,3a0f7eb989eb4d0382afd8e708b79715,蒲江县大兴镇锦通建材门市（李超）,蒲江县大兴镇锦通建材门市（李超）,92510131L54472268P,92510131L54472268P,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5989,company_supplier,3a786ffc08964eeaa2ddb28cc5155433,德阳欧意安全防范设备制造有限公司,德阳欧意安全防范设备制造有限公司,91510600717544363E,91510600717544363E,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6019,company_supplier,3fe9862a44374556b52827ca4c911f4e,中国人民财产保险股份有限公司广元分公司,中国人民财产保险股份有限公司广元分公司,91510802708985626G,91510802708985626G,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6002,company_supplier,410cb950a3e24b13951d997f5a071641,德阳市攀博建材有限公司,德阳市攀博建材有限公司,91510623060330802H,91510623060330802H,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6023,company_supplier,42571c09ab064efeb0125c21b36c0477,四川中广建材有限公司,四川中广建材有限公司,91511422687916567Q,91511422687916567Q,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5953,company_supplier,450de1022ae44f7faab768f7479405a9,广州峰华石材有限公司,广州峰华石材有限公司,91440101080388593H,91440101080388593H,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6003,company_supplier,482a785af71b4472b6526e4d9372e0d2,四川宏旭建材有限公司,四川宏旭建材有限公司,91510623071423668P,91510623071423668P,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5987,company_supplier,48b4bf4f564845dea4a3289712c34989,德阳市瑞博建筑劳务有限公司,德阳市瑞博建筑劳务有限公司,915106005656560239,915106005656560239,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6046,company_supplier,48eca6f0da38410399ef029716b057cb,罗江区俊艺图文广告快印部,罗江区俊艺图文广告快印部,92510626MA6AJ4CX80,92510626MA6AJ4CX80,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5976,company_supplier,4bb615702d7e4c65be6035c40c485ab1,四川利森建材经营部,四川利森建材经营部,91510000MA61Y0MF77,91510000MA61Y0MF77,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5983,company_supplier,4bde193b250e4012acc33086fe4c00c5,四川七星劳务有限公司成都分公司,四川七星劳务有限公司成都分公司,91510107592096535B,91510107592096535B,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6000,company_supplier,4e5b59bc994a4f1f9eb9417fd6fd6026,德阳市鑫吕达金属材料有限公司,德阳市鑫吕达金属材料有限公司,91510600MA6BL5J15J,91510600MA6BL5J15J,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6032,company_supplier,4f1223d394ec4bdc96794c514e953b98,九龙坡区中梁山登金马建筑材料经营部,九龙坡区中梁山登金马建筑材料经营部,92500107MA5UT669XX,92500107MA5UT669XX,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5988,company_supplier,4fee5708b4ce4e9da7c9b52649bebe15,四川乔森建设工程有限公司,四川乔森建设工程有限公司,91510600590466424W,91510600590466424W,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5999,company_supplier,50ed68051a444cef94ec7347f0d56dc3,德阳市鑫华益建材科技有限公司,德阳市鑫华益建材科技有限公司,91510600MA69MX241E,91510600MA69MX241E,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6018,company_supplier,51d9bb32f17b44d3b73c36c2696d144d,江油市华威环保建材有限公,江油市华威环保建材有限公,91510781678362910L,91510781678362910L,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6048,company_supplier,5292d3f9112c4956bc88b4c8d7b0d418,峨眉山市啸恒建材经营部,峨眉山市啸恒建材经营部,92511181MA68KD6593,92511181MA68KD6593,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5975,company_supplier,5466db6b347d4172a203ed467db82a37,重庆鑫勇钢材销售有限公司,重庆鑫勇钢材销售有限公司,91500226MA611F9N0X,91500226MA611F9N0X,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6012,company_supplier,55690ece20ff45de9fe37aa3b84c7994,什91510600MA6236QN6R邡市华峰制砖有限公司,什91510600MA6236QN6R邡市华峰制砖有限公司,91510682680435277K,91510682680435277K,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5985,company_supplier,58010491f5f54b46ad34a7a261d34512,凉山旭诚劳务有限公司,凉山旭诚劳务有限公司,9151060005217562XR,9151060005217562XR,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5955,company_supplier,58562b121ddb41f291239cfa08af548f,深圳市高新投融资担保有限公司 (2),深圳市高新投融资担保有限公司 (2),91440300571956268F,91440300571956268F,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6013,company_supplier,5a92821ff87e4dd2b5539e5df712a4d8,什邡市方亭街道老旧小区改造项目六标段工程地址什邡市方亭街道,什邡市方亭街道老旧小区改造项目六标段工程地址什邡市方亭街道,91510682MA6BKR940L,91510682MA6BKR940L,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6005,company_supplier,6500f9cd4fe14b91a57c79fb53cd68f6,德阳佳明商品混凝土有限公司,德阳佳明商品混凝土有限公司,91510626060316971J,91510626060316971J,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6014,company_supplier,7062e80268994b9982a5c62f2310307a,绵阳夏鑫科技有限公司,绵阳夏鑫科技有限公司,91510700323381784F,91510700323381784F,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5981,company_supplier,718194c0e0974398b5fc04ba5b679c51,成都罗罗门业有限公司,成都罗罗门业有限公司,91510106MA61W3PHXC,91510106MA61W3PHXC,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5977,company_supplier,7334dbb22bb74d42a337efbed3605a67,成都市长峰钢铁集团有限公司,成都市长峰钢铁集团有限公司,9151010074360952XH,9151010074360952XH,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6044,company_supplier,7611700d99474db7954b04d91b7ffc43,旌阳区忠明工程机械设备租赁服务部,旌阳区忠明工程机械设备租赁服务部,92510603MAC6255F36,92510603MAC6255F36,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6010,company_supplier,7fca0e78b70b4a909a50167eaf8847c5,四川省弘伍工程机械有限公司,四川省弘伍工程机械有限公司,915106815796074689,915106815796074689,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6022,company_supplier,80537a0d8a0b4d7c98fb783f4e68b212,夹江县戈尔达陶瓷有限公司,夹江县戈尔达陶瓷有限公司,9151112655821012XK,9151112655821012XK,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6036,company_supplier,87c3cab583ba4e388243961c4bcedd3d,德阳开发区路辅通工程咨询经营部,德阳开发区路辅通工程咨询经营部,92510600MA66CRN5XA,92510600MA66CRN5XA,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6015,company_supplier,8972908bf5bd40be87ef58390cfeab4e,四川鼎智盛工程项目管理有限公司,四川鼎智盛工程项目管理有限公司,91510704MA624C8A7P,91510704MA624C8A7P,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6033,company_supplier,8972c31670f741828baa9abe542823f7,荣昌区创建建材经营部,荣昌区创建建材经营部,92500153MABY1WFN4Y,92500153MABY1WFN4Y,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5971,company_supplier,8c3f326a01a9443cb2cc3d84532ace49,重庆何怡建工程机械租赁有限公司,重庆何怡建工程机械租赁有限公司,91500120MACE5KD49L,91500120MACE5KD49L,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5978,company_supplier,8dfaf25db63345a29aa43755cc401c0d,四川元先工程咨询有限公司,四川元先工程咨询有限公司,91510100MA69TW730C,91510100MA69TW730C,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5980,company_supplier,8ec5fdb918dd4e2480674668a882cbd6,成都众冠新五金交电有限公司,成都众冠新五金交电有限公司,9151010666301530XY,9151010666301530XY,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6021,company_supplier,8fa873416cec4b28971bba90b431bba9,四川省川胜电缆有限公司,四川省川胜电缆有限公司,915109213094184051,915109213094184051,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6039,company_supplier,93f346badc2c496e9bbb91f13f8fce38,旌阳区协合机电维修中心,旌阳区协合机电维修中心,92510603MA63NGH08P,92510603MA63NGH08P,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5986,company_supplier,9573cba72a134420b14bfa212aaa8a80,德阳欣宇玉诚商贸有限公司,德阳欣宇玉诚商贸有限公司,91510600314474102E,91510600314474102E,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5965,company_supplier,9e9dcf1d1a0e413ca8a4f0afde7ea5b1,重庆腾建筑劳务有限公司,重庆腾建筑劳务有限公司,91500107050356937F,91500107050356937F,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6028,company_supplier,a0b1774a39444ebb9518254b6d886df8,陇南旺隆商贸有限公司,陇南旺隆商贸有限公司,9162120207358174XG,9162120207358174XG,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6024,company_supplier,a13d33825516461da0e318cc43b5b39b,巴中市鸿兴建材有限公司,巴中市鸿兴建材有限公司,915119005864843638,915119005864843638,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5969,company_supplier,a1b34e3467d64105bf66ee5768479e9e,重庆刚宏鑫茂科技有限公司,重庆刚宏鑫茂科技有限公司,91500112MA61B3PN42,91500112MA61B3PN42,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5956,company_supplier,a1c863ee3893441d884c735bcd1b117b,肇庆君利来陶瓷有限公司,肇庆君利来陶瓷有限公司,91441226MA56G6U49D,91441226MA56G6U49D,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6026,company_supplier,ab6274e638524970b91e27ef9632c855,越西县创合广告传媒有限责任公司,越西县创合广告传媒有限责任公司,91513434MA68QQ0N6Q,91513434MA68QQ0N6Q,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5973,company_supplier,b06c49da759d423dbabe914f1a780d18,重庆容睿通塑业有限公司,重庆容睿通塑业有限公司,915002263048050436,915002263048050436,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5957,company_supplier,b35aa472191c4435a3a5fc78c153bc22,惠州博海体育设施有限公司,惠州博海体育设施有限公司,91441322MA51D5AG60,91441322MA51D5AG60,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6041,company_supplier,b760d140194a47958fc73aaa61713ad2,旌阳区霖宇建材经营部,旌阳区霖宇建材经营部,92510603MA65706U46,92510603MA65706U46,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5960,company_supplier,bbc8a2c7cf5442ebb860cd9fb9c7cda5,贵港市佰森木业有限公司,贵港市佰森木业有限公司,91450804MA5N573W4L,91450804MA5N573W4L,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5979,company_supplier,bcb72d7e4edd4a08a88ac9111ff06dce,四川华盈泰建设工程有限公司,四川华盈泰建设工程有限公司,91510105MA64M8RX51,91510105MA64M8RX51,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5950,company_supplier,be2d218dc3c2462a928e6e56cadac017,西昌市税务局,西昌市税务局,51340100DK01603,51340100DK01603,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6049,company_supplier,c153d78a7c754be9b05a2bdedeb14383,越西县文琦租赁站,越西县文琦租赁站,92513434MA68G0RY24,92513434MA68G0RY24,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5966,company_supplier,c9f42ad783c04a33973f56f89c260d6a,重庆鸿辰环保科技有限公司,重庆鸿辰环保科技有限公司,91500107MA60LEK835,91500107MA60LEK835,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6006,company_supplier,cb310e21894e4b97a7af019bcfabb7cd,四川西南科正建设工程质量检测有限公司,四川西南科正建设工程质量检测有限公司,91510626735884580N,91510626735884580N,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5991,company_supplier,e202035d8e0b4fc4831008083ae9857c,四川省德阳市坤鑫建筑劳务有限公司,四川省德阳市坤鑫建筑劳务有限公司,91510600765089465E,91510600765089465E,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5984,company_supplier,e2610055d59e486695435ac845b03f30,四川依锦门业有限公司,四川依锦门业有限公司,91510122MA6DHKYM3A,91510122MA6DHKYM3A,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6043,company_supplier,e2e27a46d50e43f5a596fb6b7db3d21e,旌阳区冀川恒信建材商贸部,旌阳区冀川恒信建材商贸部,92510603MA68XFQH04,92510603MA68XFQH04,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5963,company_supplier,e54b049b199f4566b802aa4bfb9d7c80,重庆森鼎木业有限公司,重庆森鼎木业有限公司,91500106MA601PYP2F,91500106MA601PYP2F,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6047,company_supplier,e9793822d7484726a8e1954aa12a2e15,峨边双新日化经营部,峨边双新日化经营部,92511132MA62EFLU69,92511132MA62EFLU69,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5954,company_supplier,edd6f86ca31846338e2b71897675323a,广州市亿洲混凝土有限公司,广州市亿洲混凝土有限公司,91440101767653648L,91440101767653648L,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5951,company_supplier,f25bf40f6e5c4ed2b3c68caf5ba9a922,江西星飞工程设备有限公司,江西星飞工程设备有限公司,91360122MA399JHR0G,91360122MA399JHR0G,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
5967,company_supplier,f877c0b3aaa84ed98411961df95cab1d,重庆汇尔固机电设备有限公司,重庆汇尔固机电设备有限公司,91500108MA60BFUBX6,91500108MA60BFUBX6,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
6008,company_supplier,fbc6e338894c4a20a6e1bc7c18a7ed41,罗江盛发建材有限公司,罗江盛发建材有限公司,91510626MA63MMD896,91510626MA63MMD896,partner_l4_same_tax_company_supplier_canonical_write_design_v1,1,1
