row_no,evidence_grade,legacy_partner_source,legacy_partner_id,partner_name,tax_number,sources,source_row_count,blockers,recommended_next_task
751,missing_tax_company_duplicate_review,cooperat_company,2d9fef40cfac4181b52143ae1deda487,四川山水美地农业投资有限公司,,company,2,missing_tax_number;deduplicated_group_not_create_only,missing_tax_company_duplicate_review
756,missing_tax_company_duplicate_review,cooperat_company,43273b1e76a24a9ea2271831801616ce,四川川正工程检测有限公司,,company,5,missing_tax_number;deduplicated_group_not_create_only,missing_tax_company_duplicate_review
761,missing_tax_company_supplier_pair_review,company;supplier,d0fd68052b614d3bbaa746421ae6e3f0,四川巨为门业有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
763,missing_tax_company_supplier_pair_review,company;supplier,5515abc992104a74a101b6ec1c9c8537,四川市君羚商贸有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
767,missing_tax_company_duplicate_review,cooperat_company,8019d3289465482eb92a8d4c2415bf67,四川建筑职业技术学院,,company,2,missing_tax_number;deduplicated_group_not_create_only,missing_tax_company_duplicate_review
768,missing_tax_company_duplicate_review,cooperat_company,dc6823036dd74bd88c5610fb86e64fff,四川建设发展股份有限公司,,company,2,missing_tax_number;deduplicated_group_not_create_only,missing_tax_company_duplicate_review
769,missing_tax_company_supplier_pair_review,company;supplier,cd4de557e8e04f02b63ca6bff86a72bd,四川开顺实业（集团）有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
774,missing_tax_company_duplicate_review,cooperat_company,08b62df91c14472580585f435f3d8c4d,四川德奥律师事务所,,company,6,missing_tax_number;deduplicated_group_not_create_only,missing_tax_company_duplicate_review
777,missing_tax_company_duplicate_review,cooperat_company,071bc25417b0415793fe64c3efd2739c,四川德阳新自由印务有限公司,,company,2,missing_tax_number;deduplicated_group_not_create_only,missing_tax_company_duplicate_review
778,missing_tax_company_duplicate_review,cooperat_company,40369a1391e046e5a00547d2c63ec021,四川德阳汇龙市政工程有限责任公司,,company,2,missing_tax_number;deduplicated_group_not_create_only,missing_tax_company_duplicate_review
781,missing_tax_company_supplier_pair_review,company;supplier,e0adbf5c04824a92ae9b94f64b2d41c4,四川思科消防工程有限责任公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
786,missing_tax_company_supplier_pair_review,company;supplier,bdcc4c0a592047cd8eba7257085f8d6b,四川成新木建筑装饰工程有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
789,missing_tax_company_supplier_pair_review,company;supplier,2fcf27e44d944ce2b6dedda67ca52327,四川新乐雅陶瓷有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
798,missing_tax_company_supplier_pair_review,company;supplier,0fb807ab78b84ef6bcc59abe21f914a5,四川方程招标代理有限责任公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
799,missing_tax_company_supplier_pair_review,company;supplier,71e1964be28743e4a69e4f62fd841050,四川日升昌科技有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
800,missing_tax_company_supplier_pair_review,company;supplier,868ceb55aef4439eacde3b90756f9026,四川旭智星峰图网络科技有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
801,missing_tax_company_supplier_pair_review,company;supplier,3656568fd6c74fa68cce70008a1a3827,四川昆程建材有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
802,missing_tax_company_supplier_pair_review,company;supplier,78304a212e0647149fd660467764c127,四川昊磊建材有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
803,missing_tax_company_duplicate_review,cooperat_company,0B8D2DF3861745A88668504F9B11B8D3,四川昌意兴建筑劳务有限公司,,company,3,missing_tax_number;deduplicated_group_not_create_only,missing_tax_company_duplicate_review
805,missing_tax_company_supplier_pair_review,company;supplier,30749896b43a4f07bb478fbaeed9ed66,四川易霖伟业管道有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
808,missing_tax_company_supplier_pair_review,company;supplier,2647a1f955594420b638c36bbb30c1b5,四川晨景园林工程有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
812,missing_tax_company_supplier_pair_review,company;supplier,05cd250502384b1bbe9bf05fe4eb7600,四川智能弘安交通科技有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
814,missing_tax_company_supplier_pair_review,company;supplier,bbed6e9e36d341c693b15d6c1705c9ea,四川更高固建材有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
817,missing_tax_company_duplicate_review,cooperat_company,2b31d79406ad467caa1d5bb548537edc,四川标企信用评估服务有限公司,,company,2,missing_tax_number;deduplicated_group_not_create_only,missing_tax_company_duplicate_review
819,missing_tax_company_supplier_pair_review,company;supplier,9a562656954e438c962265c6e6a8c2a5,四川森橼暖通设备有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
820,missing_tax_company_supplier_pair_review,company;supplier,5bf1449628114ad991644b3765694cf0,四川楠星辰建筑劳务合伙企业（有限合伙）,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
822,missing_tax_company_supplier_pair_review,company;supplier,c04eb4f781a74edc862cfb4633753370,四川欣华阳物资有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
823,missing_tax_company_supplier_pair_review,company;supplier,baf371e034b4422da9bca8db3fee1ba5,四川欣建煌商贸有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
824,missing_tax_company_supplier_pair_review,company;supplier,4707a354188d4b2886ef12ba76f492a5,四川欧氏居装饰设计工程有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
826,missing_tax_company_supplier_pair_review,company;supplier,0d3ade1ad2084ae0a6493ffb2da3e780,四川正则立信工程管理服务有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
827,missing_tax_company_supplier_pair_review,company;supplier,80e1dfc4c62844a29bc10806bf682a48,四川正友招标代理有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
830,missing_tax_company_supplier_pair_review,company;supplier,0be6bb0e6a9a43da8ea279ffbfe5a5e3,四川永智杰建筑工程有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
832,missing_tax_company_duplicate_review,cooperat_company,9a259d34ce444e3db6bbd3f3823bff51,四川汉南供水有限公司,,company,2,missing_tax_number;deduplicated_group_not_create_only,missing_tax_company_duplicate_review
833,missing_tax_company_supplier_pair_review,company;supplier,39faa68a9b8d454c88c7bd8fe51b552f,四川沣润源科技有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
834,missing_tax_company_supplier_pair_review,company;supplier,c725442307ca411b8c5e0adaca4d1567,四川泰合金童科技有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
835,missing_tax_company_supplier_pair_review,company;supplier,d77a14b7f4674de79ffaea2fc509be61,四川泰宇物资有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
839,missing_tax_company_supplier_pair_review,company;supplier,3b9de7f2e26645cf887e7b0e9b74bb62,四川浩鑫诚检测技术有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
840,missing_tax_company_supplier_pair_review,company;supplier,7e77632865074ab3ae361473091488d8,四川海川兴达商贸有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
843,missing_tax_complex_merge_review,company;supplier,8e916c589f364e7fa4d2496847edda6a,四川淼森飞国建材有限公司,,company;supplier,3,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_complex_merge_review
845,missing_tax_company_supplier_pair_review,company;supplier,a0966fb4d0c947ffb2abc3d77ad00a11,四川澳哲实业有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
846,missing_tax_company_supplier_pair_review,company;supplier,0427e330945e48ee87d32c53b77329ae,四川焱昊盛建材有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
847,missing_tax_company_supplier_pair_review,company;supplier,16450248e59a4b79834221af408d278b,四川煌佳环保科技有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
851,missing_tax_company_supplier_pair_review,company;supplier,a9868764c3e14153a9b6c7319ee55a78,四川特辰明兴建筑机械安装工程有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
853,missing_tax_company_supplier_pair_review,company;supplier,8676ad8f3dac449bb2619ccce566529d,四川玖悅建筑材料有限责任公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
858,missing_tax_company_supplier_pair_review,company;supplier,ce910f55c7494e178c1085fa12fa82e9,四川瑞立克防水保温工程有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
860,missing_tax_company_supplier_pair_review,company;supplier,1d13bf8aefd3417c8c03618cf0a2d2b5,四川瑞顺达建筑智能工程有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
862,missing_tax_company_supplier_pair_review,company;supplier,f020e57fa0094358b0b7c11c341ce824,四川瓦格纳实业有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
863,missing_tax_company_supplier_pair_review,company;supplier,85ca4d6c2ce34937b34871fb38ac6852,四川电龙电气设备有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
865,missing_tax_company_supplier_pair_review,company;supplier,97d0cb53ae6d49bcada60bd6d6da4c2a,四川白海非融资担保有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
866,missing_tax_company_supplier_pair_review,company;supplier,244b80a73ea84893b812b4f55353fcee,四川百杨科技开发有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
869,missing_tax_company_duplicate_review,cooperat_company,e6ab4b1c8fb546b0a0700df7bda3817a,四川省东方兴发建设集团有限公司,,company,2,missing_tax_number;deduplicated_group_not_create_only,missing_tax_company_duplicate_review
875,missing_tax_company_duplicate_review,cooperat_company,1fe6d72f5ca94f74a19b30e063702a07,四川省华地建设工程有限责任公司,,company,5,missing_tax_number;deduplicated_group_not_create_only,missing_tax_company_duplicate_review
879,missing_tax_company_duplicate_review,cooperat_company,139f490fbc3447ef8c12e51b71a0061c,四川省宇汇建设工程有限公司日喀则分公司,,company,2,missing_tax_number;deduplicated_group_not_create_only,missing_tax_company_duplicate_review
885,missing_tax_company_supplier_pair_review,company;supplier,a41869498c8044b798d4a339c723ec3f,四川省德胜新型建材有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
892,missing_tax_company_supplier_pair_review,company;supplier,3e45859a09514c98b9c076bc582e7dba,四川省旭福腾达建筑劳务有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
894,missing_tax_company_supplier_pair_review,company;supplier,d506764a26bd43038e9a62f57ff5e392,四川省浙川电缆有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
900,missing_tax_company_supplier_pair_review,company;supplier,f26137b7ee9144fb9cf0861bdd64bb21,四川省百优聚源金属制品有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
901,missing_tax_company_supplier_pair_review,company;supplier,a11c71fb88ca46c298f39c9968ab1d13,四川省禾力建设工程检测鉴定咨询有限公司攀枝花分站,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
904,missing_tax_company_duplicate_review,cooperat_company,55a4b780064547da91beedb39369552d,四川省第四建筑有限公司,,company,2,missing_tax_number;deduplicated_group_not_create_only,missing_tax_company_duplicate_review
905,missing_tax_company_duplicate_review,cooperat_company,065130C5E95F421294894C8C429705BA,四川省绵阳外国语学校,,company,2,missing_tax_number;deduplicated_group_not_create_only,missing_tax_company_duplicate_review
907,missing_tax_company_duplicate_review,cooperat_company,03720da8bb70444d8830052101781996,四川省聚益彰企业管理有限公司,,company,6,missing_tax_number;deduplicated_group_not_create_only,missing_tax_company_duplicate_review
908,missing_tax_company_supplier_pair_review,company;supplier,fa4ba4e75a664745ac9dad73600bb132,四川省茂云建筑材料有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
910,missing_tax_company_supplier_pair_review,company;supplier,324690553ad74a938f793e62798401a6,四川省融智汇非融资性担保有限责任公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
913,missing_tax_company_supplier_pair_review,company;supplier,ffb7b929dff84deaa8d4085d236a8ef9,四川省金翔建材有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
915,missing_tax_company_supplier_pair_review,company;supplier,08a26ad163604c2a85045e5dd1adfa31,四川省鸿渝商贸有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
917,missing_tax_company_supplier_pair_review,company;supplier,9c2a313f70af4f758ccf811f03a07438,四川矿奇石材有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
918,missing_tax_company_supplier_pair_review,company;supplier,638975f499c244578a62422320ac2434,四川硕邦贸易有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
921,missing_tax_company_supplier_pair_review,company;supplier,cd876c9c31d9446e898f05239e954dc0,四川福康斯电力科技有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
923,missing_tax_company_duplicate_review,cooperat_company,9d7dc5fe-a95d-4364-907e-de7436723f83,四川科利建筑劳务发展有限公司,,company,2,missing_tax_number;deduplicated_group_not_create_only,missing_tax_company_duplicate_review
925,missing_tax_company_supplier_pair_review,company;supplier,e907cfb195924bcab862deb0e196a2bc,四川立可贸易有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
928,missing_tax_company_duplicate_review,cooperat_company,97B60E6FF880488C8BDDEDD5A92A350D,四川纹江致远建筑开发工程有限公司,,company,2,missing_tax_number;deduplicated_group_not_create_only,missing_tax_company_duplicate_review
930,missing_tax_company_supplier_pair_review,company;supplier,e32f8933fee84c1a8a5635aeb2e5cbbd,四川绵竹进鑫化建有限责任公司（水泥）,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
932,missing_tax_company_supplier_pair_review,company;supplier,ad99c7099bcd4d1987e32322d1f4b2a8,四川绿资建筑工程有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
933,missing_tax_company_supplier_pair_review,company;supplier,31ac75541e904f44955e16cd71210181,四川美天建材有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
934,missing_tax_company_supplier_pair_review,company;supplier,cf53b59be3984a758956d59e4ca3a96a,四川羽成锦工程技术服务有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
937,missing_tax_company_duplicate_review,cooperat_company,7b311c19fd7e4785a80f82fee5b47773,四川自贡汇东发展股份有限公司,,company,2,missing_tax_number;deduplicated_group_not_create_only,missing_tax_company_duplicate_review
948,missing_tax_company_supplier_pair_review,company;supplier,823e9a0b634847639e2c937401017ccd,四川营盛线缆制程有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
949,missing_tax_company_supplier_pair_review,company;supplier,66fee96876ba48a78763aa0e395631a2,四川蓉城特变电缆有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
951,missing_tax_company_supplier_pair_review,company;supplier,0eaa620a35ed4e7483e35b0990430f4f,四川虹帆物业管理有限公司德阳分公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
957,missing_tax_company_supplier_pair_review,company;supplier,c843bbf4fe4047bca3f87e687cda9408,四川诺鼎天成供应链管理有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
959,missing_tax_company_supplier_pair_review,company;supplier,3a49bdf6b0e842db8bbf00db099d7b5d,四川贝乐家新材料有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
960,missing_tax_company_supplier_pair_review,company;supplier,e53505abb89e4790abc18f104ba524c5,四川财富源防水材料有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
962,missing_tax_company_supplier_pair_review,company;supplier,317eda430e51416faf5a3d53ecae9ad5,四川超捷成套设备有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
963,missing_tax_company_supplier_pair_review,company;supplier,7c3ec96ec00e405ea6093acbd68d1359,四川路通路桥科技股份有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
964,missing_tax_company_supplier_pair_review,company;supplier,d7b7f60e38854a0ba44a2499e768f2e8,四川迅州石材有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
966,missing_tax_company_supplier_pair_review,company;supplier,8b29a384ae814cb0955c2916bc3cf286,四川通力线缆有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
967,missing_tax_company_supplier_pair_review,company;supplier,20047a1c5cd3458fb4e16f09d5eca364,四川都江堰蜀龙防火材料有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
969,missing_tax_company_supplier_pair_review,company;supplier,40f9cd7ec3bf460bab0d36b146dcd4fd,四川金宏源建设实业有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
973,missing_tax_complex_merge_review,company;supplier,6607307ff6554131af437c6c161e268e,四川鑫垚建筑劳务有限公司,,company;supplier,3,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_complex_merge_review
974,missing_tax_company_supplier_pair_review,company;supplier,492a5e458dc345cfaeba9728df494649,四川鑫浩诚检测技术有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
977,missing_tax_company_supplier_pair_review,company;supplier,44f44bb37cdf4baa9531fd1d9985878e,四川鑫迈达广告有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
979,missing_tax_company_supplier_pair_review,company;supplier,446642edcb894c488f60127448649aaf,四川钰荫光电科技有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
980,missing_tax_company_supplier_pair_review,company;supplier,352bd85fb123424897d7728ce3ecdabc,四川铭富鑫劳务有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
982,missing_tax_company_supplier_pair_review,company;supplier,c490596ef23847c9b0975ce35e52a37e,四川锋儒建筑工程有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
984,missing_tax_company_supplier_pair_review,company;supplier,c534ba9791c544088a03d24a85d3d167,四川锦弘盛源建设工程有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
985,missing_tax_company_duplicate_review,cooperat_company,384755AF32894194A888E537DAA7E47B,四川锦泰致远智能工程有限公司,,company,2,missing_tax_number;deduplicated_group_not_create_only,missing_tax_company_duplicate_review
986,missing_tax_company_supplier_pair_review,company;supplier,6b2f4ee86c13485da9b6ad545ae480ed,四川长瑞土木工程检测有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
992,missing_tax_company_duplicate_review,cooperat_company,10243c88d89d4eb281e9441977df27cc,四川隆强建筑设备租赁有限公司,,company,6,missing_tax_number;deduplicated_group_not_create_only,missing_tax_company_duplicate_review
994,missing_tax_company_supplier_pair_review,company;supplier,dcfdda2b369a4bad8524deeabe13bf0b,四川雲彬建材有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
1000,missing_tax_company_supplier_pair_review,company;supplier,0f5f317625964431bbd6ad18dc7bd06e,四川鸿顺达建筑工程有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
1004,missing_tax_company_supplier_pair_review,company;supplier,7efb40f5b71c4db6bf200dc2d2beb72f,国任财产保险股份有限公司德阳中心支公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
1005,missing_tax_company_supplier_pair_review,company;supplier,825538854975486aa8e3d0fa99490311,国家税务总局中江县税务局,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
1006,missing_tax_complex_merge_review,company;supplier,1e80ba0f7f9a473abc58a6667feac377,国家税务总局德阳市旌阳区税务局,,company;supplier,3,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_complex_merge_review
1007,missing_tax_company_supplier_pair_review,company;supplier,9fdd427a255c4d18a3594b760a472132,国家税务总局德阳旌阳区技术开发区税务局,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
1008,missing_tax_company_supplier_pair_review,company;supplier,5606a88b0bc04e678c1034e7bc5457c6,国家税务总局德阳洁具技术开发区税务局,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
1009,missing_tax_company_supplier_pair_review,company;supplier,9e0da0ab627d42a39960ae6324fa3c3f,国家税务总局德阳经济技术开发区税务局,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
1010,missing_tax_company_supplier_pair_review,company;supplier,8d4d0c77f62d43b4b14f0c16ef468bef,国家税务总局重庆市江北区税务局,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
1011,missing_tax_company_supplier_pair_review,company;supplier,964e951d00b94f93b2f857a075886347,国家金库中江县支库,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
1015,missing_tax_company_duplicate_review,cooperat_company,3e5dfb41a1f0455abcc5b42a079c1353,国网新疆电力有限公司喀什供电公司,,company,2,missing_tax_number;deduplicated_group_not_create_only,missing_tax_company_duplicate_review
1016,missing_tax_company_supplier_pair_review,company;supplier,fa53dddb61f64b26bc95039c5737355b,国网重庆市电力公司丰都供电分公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
1018,missing_tax_company_duplicate_review,cooperat_company,0c444d6b8bb246ecbc16e4890debf4ca,国营川西机器厂,,company,2,missing_tax_number;deduplicated_group_not_create_only,missing_tax_company_duplicate_review
1021,missing_tax_company_supplier_pair_review,company;supplier,80abbee0758b4aafa26de12a29ff9a87,垫江县恒达工程机械设备租赁经营部,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
1028,missing_tax_company_supplier_pair_review,company;supplier,ec1c03f72f604b298ada2b65f54e0a3b,城西鑫闽元消防门市,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
1039,missing_tax_company_supplier_pair_review,company;supplier,1c4e700c96fd4092aa1792ed5ebe64a3,大地财险德阳分公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
1045,missing_tax_company_supplier_pair_review,company;supplier,0e4f4bf2220948129c24e8722274f267,大邑县马建装饰门市部,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
1047,missing_tax_company_duplicate_review,cooperat_company,3ba10359cf1440d0b6dc3ec6edbd6b00,天恒融资担保有限公司,,company,6,missing_tax_number;deduplicated_group_not_create_only,missing_tax_company_duplicate_review
1049,missing_tax_company_supplier_pair_review,company;supplier,a6442ce27b1040aea2e2a458bafae9ed,天津瑞森建材有限公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
1050,missing_tax_company_supplier_pair_review,company;supplier,b994370c13a240e681fe827f6c04a5f7,太平财产保险有限公司天府新区分公司,,company;supplier,2,missing_tax_number;deduplicated_group_not_create_only;non_primary_partner_source,missing_tax_company_supplier_pair_review
